text1,text2,human
"The king rose up with the governor , and Bernice , and those who sat with them .",And the king and the ruler and Bernice and those who were seated with them got up ;,3.333333333333333
It shall be accomplished before his time . His branch shall not be green .,"His branch is cut off before its time , and his leaf is no longer green .",4.0
"then thou shalt take an awl , and thrust it through his ear and into the door ; and he shall be thy bondman for ever . And also unto thy handmaid thou shalt do likewise .","then thou hast taken the awl , and hast put through his ear , and through the door , and he hath been to thee a servant age-during ; and also to thy handmaid thou dost do so .",3.6666666666666665
"From now on , the crown of righteousness is made ready for me , which the Lord , the upright judge , Will give to me at that day : and not only to me , but to all those who have had love for his revelation .","henceforth there is laid up for me the crown of the righteousness that the Lord -- the Righteous Judge -- shall give to me in that day , and not only to me , but also to all those loving his manifestation .",3.0
"For to two tribes and a half Moses had given possession beyond the Jordan : besides the Levites , who received no land among their brethren :","for Moses hath given the inheritance of two of the tribes , and of half of the tribe , beyond the Jordan , and to the Levites he hath not given an inheritance in their midst ;",2.6666666666666665
"I will destroy your high places , and cut down your incense altars , and cast your dead bodies upon the bodies of your idols ; and my soul will abhor you .","And I have destroyed your high places , and cut down your images , and have put your carcases on the carcases of your idols , and My soul hath loathed you ;",4.666666666666667
"But of the children of Israel did Solomon make no servants for his work ; but they were men of war , and chief of his captains , and rulers of his chariots and of his horsemen .","But of the children of Israel , Solomon made no servants for his work ; but they were men of war , and chief of his captains , and rulers of his chariots and of his horsemen .",4.0
"And when John was completing his work , he said , What do I seem to you to be ? I am not he ; but one is coming after me , whose shoes I am not good enough to undo .","And when John was fulfilling his course , he said : I am not he , whom you think me to be : but behold , there cometh one after me , whose shoes of his feet I am not worthy to loose .",3.333333333333333
"And certain of them that stood there said unto them , What do ye , loosing the colt ?","And some of those who stood there said to them , What are ye doing , loosing the colt ?",4.666666666666667
And the prince of the father 's house of the families of the Kohathites was Elizaphan the son of Uzziel .,And their prince shall be Elisaphan the son of Oziel :,3.0
"And I will make an agreement of peace with them : it will be an eternal agreement with them : and I will have mercy on them and make their numbers great , and will put my holy place among them for ever .","And I will make a covenant of peace with them : it shall be an everlasting covenant with them ; and I will place them , and multiply them , and will set my sanctuary in the midst of them for ever .",3.0
"To thee , O Lord , will I cry : because fire hath devoured the beautiful places of the wilderness , and the flame hath burnt all the trees of the country .","Unto Thee , O Jehovah , I do call , For fire hath consumed comely places of a wilderness , And a flame hath set on fire all trees of the field .",3.333333333333333
"Among them were Mary Magdalene , Mary the mother of James and Joses , and the mother of the sons of Zebedee .","among whom was Mary of Magdala , and Mary the mother of James and Joses , and the mother of the sons of Zebedee .",4.666666666666667
"And as for me , when I came from Paddan , Rachel died by me in the land of Canaan in the way , when there was still some distance to come unto Ephrath : and I buried her there in the way to Ephrath ( the same is Beth-lehem ) .","And as for me , when I came from Padan , Rachel died by me in the land of Canaan on the way , when there was yet a certain distance to come to Ephrath ; and I buried her there on the way to Ephrath , that is , Bethlehem .",4.333333333333333
